id,gestion,estudiante_id,unidad_educativa_id,curso_paralelo_origen,estado
898,2024,898,21,A,A
899,2024,899,29,A,A
900,2024,900,19,B,A
901,2024,901,6,C,A
902,2024,902,13,A,A
903,2024,903,6,B,A
904,2024,904,13,B,A
905,2024,905,25,B,A
906,2024,906,25,B,A
907,2024,907,25,B,A
908,2024,908,25,B,A
909,2024,909,13,B,A
910,2024,910,7,A,A
911,2024,911,7,A,A
912,2024,912,7,A,A
913,2024,913,1,A,A
914,2024,914,1,A,A
915,2024,915,20,A,A
916,2024,916,20,A,A
917,2024,917,20,A,A
918,2024,918,17,A,A
919,2024,919,17,A,A
920,2024,920,17,A,A
954,2024,954,6,C,A
955,2024,955,6,B,A
956,2024,956,6,B,A
957,2024,957,6,C,A
958,2024,958,6,C,A
959,2024,959,6,B,A
960,2024,960,6,C,A
961,2024,961,6,B,A
962,2024,962,6,B,A
963,2024,963,6,C,A
964,2024,964,25,B,A
965,2024,965,6,C,A
967,2024,967,20,A,A
968,2024,968,20,A,A
969,2024,969,20,A,A
970,2024,970,20,A,A
971,2024,971,20,A,A
972,2024,972,20,B,A
973,2024,973,20,B,A
974,2024,974,20,B,A
975,2024,975,20,A,A
976,2024,976,19,C,A
977,2024,977,19,B,A
978,2024,978,19,B,A
979,2024,979,19,C,A
980,2024,980,19,B,A
981,2024,981,19,B,A
982,2024,982,19,C,A
983,2024,983,19,B,A
984,2024,984,19,C,A
985,2024,985,19,C,A
986,2024,986,19,C,A
987,2024,987,19,C,A
988,2024,988,19,C,A
989,2024,989,21,A,A
990,2024,990,21,B,A
991,2024,991,29,A,A
992,2024,992,1,A,A
993,2024,993,1,A,A
994,2024,994,1,A,A
995,2024,995,1,B,A
996,2024,996,21,A,A
997,2024,997,21,A,A
998,2024,998,21,A,A
999,2024,999,21,A,A
1000,2024,1000,1,B,A
1001,2024,1001,29,A,A
1002,2024,1002,1,B,A
1003,2024,1003,1,B,A
1004,2024,1004,6,C,A
1005,2024,1005,21,A,A
1006,2024,1006,1,A,A
1007,2024,1007,1,B,A
1008,2024,1008,21,A,A
1009,2024,1009,21,A,A
1010,2024,1010,21,A,A
1011,2024,1011,21,B,A
1012,2024,1012,21,A,A
1013,2024,1013,19,A,A
1014,2024,1014,25,A,A
1015,2024,1015,6,C,A
1016,2024,1016,6,C,A
1017,2024,1017,6,B,A
1018,2024,1018,6,A,A
1019,2024,1019,6,A,A
1020,2024,1020,6,B,A
1021,2024,1021,6,A,A
1022,2024,1022,6,A,A
1023,2024,1023,6,A,A
1024,2024,1024,6,A,A
1025,2024,1025,6,A,A
1026,2024,1026,6,A,A
1027,2024,1027,6,C,A
1028,2024,1028,6,B,A
1029,2024,1029,6,C,A
1030,2024,1030,6,B,A
1031,2024,1031,6,C,A
1032,2024,1032,25,A,A
1033,2024,1033,25,B,A
1034,2024,1034,25,A,A
1035,2024,1035,25,A,A
1036,2024,1036,25,B,A
1037,2024,1037,25,B,A
1038,2024,1038,13,A,A
1039,2024,1039,10,A,A
1040,2024,1040,10,A,A
1041,2024,1041,10,A,A
1042,2024,1042,10,A,A
1043,2024,1043,10,A,A
1044,2024,1044,10,A,A
1045,2024,1045,10,A,A
1046,2024,1046,20,B,A
1047,2024,1047,20,B,A
1048,2024,1048,21,A,A
1049,2024,1049,13,B,A
1050,2024,1050,13,B,A
1051,2024,1051,13,C,A
1052,2024,1052,13,B,A
1053,2024,1053,13,C,A
1054,2024,1054,13,C,A
1055,2024,1055,21,A,A
1056,2024,1056,21,B,A
1057,2024,1057,21,B,A
1058,2024,1058,21,B,A
1059,2024,1059,21,A,A
1060,2024,1060,21,A,A
1061,2024,1061,1,B,A
1062,2024,1062,13,A,A
1063,2024,1063,13,B,A
1064,2024,1064,13,A,A
1065,2024,1065,13,B,A
1066,2024,1066,13,A,A
1067,2024,1067,13,C,A
1068,2024,1068,13,A,A
1069,2024,1069,13,C,A
1070,2024,1070,13,A,A
1071,2024,1071,13,C,A
1072,2024,1072,13,A,A
1073,2024,1073,21,B,A
1074,2024,1074,13,C,A
1075,2024,1075,13,B,A
1076,2024,1076,13,C,A
1077,2024,1077,13,C,A
1078,2024,1078,13,A,A
1079,2024,1079,13,B,A
1080,2024,1080,13,A,A
1081,2024,1081,13,A,A
1082,2024,1082,13,B,A
1083,2024,1083,13,C,A
1084,2024,1084,13,C,A
1085,2024,1085,13,C,A
1086,2024,1086,13,C,A
1087,2024,1087,19,A,A
1088,2024,1088,19,B,A
1089,2024,1089,1,A,A
1090,2024,1090,1,B,A
1091,2024,1091,1,B,A
1092,2024,1092,1,B,A
1093,2024,1093,1,A,A
1094,2024,1094,1,A,A
1095,2024,1095,1,B,A
1096,2024,1096,1,A,A
1097,2024,1097,1,B,A
1098,2024,1098,1,A,A
1099,2024,1099,19,A,A
1100,2024,1100,19,A,A
1101,2024,1101,19,B,A
1102,2024,1102,19,A,A
1103,2024,1103,19,B,A
1104,2024,1104,19,A,A
1105,2024,1105,19,B,A
1106,2024,1106,21,B,A
1107,2024,1107,13,C,A
1108,2024,1108,1,B,A
1109,2024,1109,1,A,A
1110,2024,1110,1,A,A
1111,2024,1111,1,A,A
1112,2024,1112,29,A,A
1113,2024,1113,6,A,A
1114,2024,1114,6,C,A
1115,2024,1115,13,A,A
1116,2024,1116,13,A,A
1117,2024,1117,13,B,A
1118,2024,1118,7,A,A
1119,2024,1119,7,A,A
1120,2024,1120,19,A,A
1121,2024,1121,19,A,A
1122,2024,1122,19,A,A
1123,2024,1123,19,B,A
1124,2024,1124,19,B,A
1125,2024,1125,25,A,A
1126,2024,1126,11,A,A
1127,2024,1127,29,A,A
1128,2024,1128,21,B,A
1129,2024,1129,21,B,A
1130,2024,1130,17,A,A
1131,2024,1131,17,A,A
1132,2024,1132,7,A,A
1133,2024,1133,6,C,A
1134,2024,1134,6,B,A
1135,2024,1135,6,B,A
1136,2024,1136,6,A,A
1137,2024,1137,29,A,A
1138,2024,1138,7,A,A
1140,2024,1140,7,A,A
1141,2024,1141,13,A,A
1142,2024,1142,6,B,A
1143,2024,1143,21,B,A
1144,2024,1144,13,B,A
1145,2024,1145,13,B,A
1146,2024,1146,7,A,A
1147,2024,1147,21,B,A
1148,2024,1148,7,A,A
1149,2024,1149,7,A,A
1150,2024,1150,21,B,A
1151,2024,1151,11,A,A
1152,2024,1152,11,A,A
1153,2024,1153,11,A,A
1154,2024,1154,19,A,A
1155,2024,1155,13,A,A
1156,2024,1156,6,B,A
1157,2024,1157,6,C,A
1158,2024,1158,6,A,A
1159,2024,1159,13,A,A
1160,2024,1160,6,B,A
1161,2024,1161,19,A,A
1187,2024,1187,6,C,A
1188,2024,1188,6,C,A
1189,2024,1189,5,A,A
1190,2024,1190,5,A,A
1191,2024,1191,29,A,A
1192,2024,1192,29,A,A
1193,2024,1193,20,A,A
1194,2024,1194,6,A,A
1195,2024,1195,6,B,A
1196,2024,1196,6,A,A
1197,2024,1197,6,B,A
1198,2024,1198,6,C,A
1199,2024,1199,19,A,A
1200,2024,1200,19,A,A
1201,2024,1201,19,B,A
1202,2024,1202,21,B,A
1203,2024,1203,20,A,A
1204,2024,1204,20,B,A
1205,2024,1205,7,A,A
1206,2024,1206,10,B,A
1207,2024,1207,21,B,A
1208,2024,1208,1,A,A
1209,2024,1209,19,A,A
1212,2024,1212,1,B,A
1213,2024,1213,1,A,A
1214,2024,1214,13,A,A
1215,2024,1215,1,B,A
1216,2024,1216,1,A,A
1217,2024,1217,1,A,A
1218,2024,1218,10,A,A
1219,2024,1219,11,A,A
1220,2024,1220,19,B,A
1221,2024,1221,19,A,A
1222,2024,1222,1,A,A
1223,2024,1223,21,B,A
1224,2024,1224,1,A,A
1225,2024,1225,19,A,A
1226,2024,1226,11,A,A
1227,2024,1227,13,A,A
1236,2024,1236,1,B,A
1237,2024,1237,1,B,A
1238,2024,1238,13,C,A
1239,2024,1239,1,B,A
1240,2024,1240,1,A,A
1241,2024,1241,1,A,A
1242,2024,1242,1,A,A
1243,2024,1243,1,A,A
1244,2024,1244,10,A,A
1245,2024,1245,25,A,A
1246,2024,1246,13,B,A
1247,2024,1247,13,A,A
1248,2024,1248,13,A,A
1249,2024,1249,13,A,A
1250,2024,1250,13,A,A
1251,2024,1251,13,C,A
1252,2024,1252,13,A,A
1253,2024,1253,13,C,A
1254,2024,1254,1,A,A
1255,2024,1255,1,B,A
1256,2024,1256,13,C,A
1257,2024,1257,13,A,A
1258,2024,1258,1,A,A
1259,2024,1259,19,A,A
1260,2024,1260,19,B,A
1261,2024,1261,19,A,A
1262,2024,1262,19,A,A
1263,2024,1263,19,B,A
1264,2024,1264,19,A,A
1265,2024,1265,19,B,A
1266,2024,1266,19,A,A
1267,2024,1267,19,C,A
1268,2024,1268,19,C,A
1269,2024,1269,21,A,A
1270,2024,1270,19,A,A
1271,2024,1271,21,B,A
1272,2024,1272,21,B,A
1273,2024,1273,21,B,A
1274,2024,1274,19,A,A
1275,2024,1275,19,B,A
1276,2024,1276,19,B,A
1277,2024,1277,21,B,A
1278,2024,1278,21,A,A
1279,2024,1279,19,C,A
1280,2024,1280,21,B,A
1281,2024,1281,19,B,A
1282,2024,1282,6,B,A
1283,2024,1283,6,C,A
1284,2024,1284,25,A,A
1285,2024,1285,25,A,A
1286,2024,1286,25,A,A
1287,2024,1287,25,B,A
1288,2024,1288,25,B,A
1289,2024,1289,25,B,A
1290,2024,1290,25,B,A
1291,2024,1291,25,B,A
1292,2024,1292,25,B,A
1293,2024,1293,25,B,A
1294,2024,1294,6,B,A
1295,2024,1295,6,B,A
1296,2024,1296,6,A,A
1297,2024,1297,6,B,A
1298,2024,1298,6,A,A
1299,2024,1299,6,A,A
1300,2024,1300,6,A,A
1301,2024,1301,6,C,A
1302,2024,1302,6,C,A
1303,2024,1303,6,B,A
1304,2024,1304,6,A,A
1305,2024,1305,29,A,A
1306,2024,1306,10,A,A
1307,2024,1307,10,A,A
1308,2024,1308,10,A,A
1309,2024,1309,10,A,A
1310,2024,1310,20,B,A
1311,2024,1311,20,B,A
1312,2024,1312,20,B,A
1313,2024,1313,20,B,A
1314,2024,1314,20,A,A
1315,2024,1315,25,B,A
1316,2024,1316,25,B,A
1317,2024,1317,25,A,A
1318,2024,1318,25,A,A
1319,2024,1319,29,A,A
1320,2024,1320,29,A,A
1321,2024,1321,29,A,A
1322,2024,1322,29,A,A
1323,2024,1323,29,A,A
1324,2024,1324,29,A,A
1325,2024,1325,29,A,A
1326,2024,1326,6,B,A
1327,2024,1327,29,A,A
1328,2024,1328,6,B,A
1329,2024,1329,6,C,A
1330,2024,1330,6,C,A
1331,2024,1331,6,A,A
1332,2024,1332,6,C,A
1333,2024,1333,6,B,A
1334,2024,1334,6,B,A
1335,2024,1335,6,B,A
1336,2024,1336,6,C,A
1337,2024,1337,6,A,A
1338,2024,1338,6,B,A
1339,2024,1339,6,B,A
1340,2024,1340,6,C,A
1341,2024,1341,6,B,A
1342,2024,1342,6,B,A
1343,2024,1343,6,B,A
1344,2024,1344,6,B,A
1345,2024,1345,1,A,A
1346,2024,1346,6,C,A
1347,2024,1347,6,B,A
1348,2024,1348,6,B,A
1349,2024,1349,6,B,A
1350,2024,1350,6,B,A
1351,2024,1351,6,C,A
1352,2024,1352,6,C,A
1353,2024,1353,20,A,A
1354,2024,1354,13,B,A
1355,2024,1355,13,B,A
1356,2024,1356,13,A,A
1357,2024,1357,13,B,A
1358,2024,1358,13,C,A
1359,2024,1359,13,B,A
1360,2024,1360,13,B,A
1361,2024,1361,13,A,A
1362,2024,1362,13,B,A
1363,2024,1363,13,C,A
1364,2024,1364,13,B,A
1365,2024,1365,13,A,A
1366,2024,1366,13,C,A
1367,2024,1367,13,A,A
1368,2024,1368,25,A,A
1369,2024,1369,13,A,A
1370,2024,1370,13,C,A
1371,2024,1371,13,A,A
1372,2024,1372,13,B,A
1373,2024,1373,13,C,A
1374,2024,1374,13,B,A
1375,2024,1375,13,C,A
1376,2024,1376,13,A,A
1377,2024,1377,10,A,A
1378,2024,1378,10,A,A
1379,2024,1379,29,A,A
1380,2024,1380,19,B,A
1381,2024,1381,19,B,A
1382,2024,1382,19,A,A
1383,2024,1383,19,A,A
1384,2024,1384,19,A,A
1385,2024,1385,19,B,A
1386,2024,1386,19,B,A
1387,2024,1387,19,B,A
1388,2024,1388,19,A,A
1389,2024,1389,19,A,A
1390,2024,1390,19,A,A
1391,2024,1391,1,A,A
1392,2024,1392,1,A,A
1393,2024,1393,19,B,A
1394,2024,1394,19,B,A
1395,2024,1395,29,A,A
1396,2024,1396,29,A,A
1397,2024,1397,19,A,A
1399,2024,1399,19,B,A
1400,2024,1400,19,B,A
1401,2024,1401,19,A,A
1402,2024,1402,21,B,A
1403,2024,1403,6,B,A
1404,2024,1404,6,C,A
1405,2024,1405,20,A,A
1406,2024,1406,20,B,A
1407,2024,1407,20,B,A
1408,2024,1408,20,B,A
1409,2024,1409,20,B,A
1410,2024,1410,20,A,A
1411,2024,1411,20,A,A
1412,2024,1412,20,A,A
1413,2024,1413,25,B,A
1414,2024,1414,25,A,A
1416,2024,1416,25,A,A
1417,2024,1417,25,B,A
1418,2024,1418,25,B,A
1419,2024,1419,21,B,A
1420,2024,1420,21,B,A
1421,2024,1421,19,A,A
1422,2024,1422,19,A,A
1423,2024,1423,1,A,A
1424,2024,1424,10,A,A
1425,2024,1425,19,B,A
1426,2024,1426,13,C,A
1427,2024,1427,13,A,A
1428,2024,1428,25,B,A
1429,2024,1429,20,A,A
1430,2024,1430,7,A,A
1431,2024,1431,7,A,A
1432,2024,1432,7,A,A
1433,2024,1433,21,A,A
1435,2024,1435,29,A,A
1436,2024,1436,29,A,A
1437,2024,1437,10,A,A
1438,2024,1438,10,A,A
1439,2024,1439,1,B,A
1440,2024,1440,1,B,A
1441,2024,1441,19,A,A
1442,2024,1442,19,A,A
1443,2024,1443,19,A,A
1444,2024,1444,25,A,A
1445,2024,1445,25,A,A
1446,2024,1446,25,B,A
1447,2024,1447,25,A,A
1448,2024,1448,6,C,A
1449,2024,1449,13,A,A
1450,2024,1450,11,B,A
1451,2024,1451,13,A,A
1452,2024,1452,6,B,A
1453,2024,1453,17,A,A
1455,2024,1455,29,A,A
1456,2024,1456,10,A,A
1457,2024,1457,20,A,A
1458,2024,1458,20,A,A
1459,2024,1459,20,A,A
1460,2024,1460,19,B,A
1461,2024,1461,19,B,A
1462,2024,1462,19,B,A
1463,2024,1463,19,A,A
1464,2024,1464,19,B,A
1465,2024,1465,25,B,A
1466,2024,1466,25,B,A
1467,2024,1467,25,B,A
1468,2024,1468,25,B,A
1469,2024,1469,21,A,A
1470,2024,1470,21,A,A
1471,2024,1471,21,A,A
1472,2024,1472,21,A,A
1473,2024,1473,21,A,A
1474,2024,1474,21,B,A
1475,2024,1475,20,A,A
1476,2024,1476,13,C,A
1477,2024,1477,20,B,A
1478,2024,1478,21,B,A
1479,2024,1479,25,B,A
1480,2024,1480,5,A,A
1481,2024,1481,11,A,A
1482,2024,1482,25,B,A
1483,2024,1483,20,B,A
1484,2024,1484,6,A,A
1485,2024,1485,20,A,A
1486,2024,1486,6,A,A
1487,2024,1487,20,B,A
1488,2024,1488,20,A,A
1489,2024,1489,1,B,A
1490,2024,1490,21,A,A
1491,2024,1491,25,A,A
1492,2024,1492,6,C,A
1493,2024,1493,21,B,A
1494,2024,1494,21,B,A
1495,2024,1495,21,A,A
1496,2024,1496,13,A,A
1497,2024,1497,13,C,A
1498,2024,1498,6,B,A
1499,2024,1499,20,Z,A
1500,2024,1500,1,Z,A
1501,2024,1501,6,B,A
1502,2024,1502,6,A,A
1503,2024,1503,6,C,A
1504,2024,1504,6,C,A
1505,2024,1505,6,B,A
1506,2024,1506,6,B,A
1507,2024,1507,6,A,A
1508,2024,1508,1,B,A
1509,2024,1509,1,B,A
1510,2024,1510,10,A,A
1511,2024,1511,10,Z,A
1512,2024,1512,1,A,A
1513,2024,1513,10,A,A
1514,2024,1514,10,A,A
1515,2024,1515,6,A,A
1516,2024,1516,20,Z,A
1517,2024,1517,1,B,A
1518,2024,1518,10,A,A
1519,2024,1519,20,B,A
1520,2024,1520,19,A,A
1521,2024,1521,19,C,A
1522,2024,1522,21,A,A
1523,2024,1523,21,A,A
1524,2024,1524,21,B,A
1525,2024,1525,21,B,A
1526,2024,1526,21,B,A
1527,2024,1527,21,B,A
1528,2024,1528,21,B,A
1529,2024,1529,21,B,A
1530,2024,1530,21,B,A
1531,2024,1531,19,A,A
1532,2024,1532,19,B,A
1533,2024,1533,20,A,A
1534,2024,1534,29,A,A
1535,2024,1535,29,A,A
1536,2024,1536,25,A,A
1537,2024,1537,25,A,A
1538,2024,1538,19,C,A
1539,2024,1539,29,A,A
1540,2024,1540,19,A,A
1541,2024,1541,29,A,A
1542,2024,1542,20,B,A
1543,2024,1543,20,B,A
1544,2024,1544,20,B,A
1545,2024,1545,20,B,A
1546,2024,1546,20,B,A
1547,2024,1547,20,B,A
1548,2024,1548,25,B,A
1549,2024,1549,6,C,A
1550,2024,1550,6,B,A
1551,2024,1551,6,A,A
1552,2024,1552,6,C,A
1553,2024,1553,6,B,A
1554,2024,1554,6,A,A
1555,2024,1555,6,A,A
1556,2024,1556,20,A,A
1557,2024,1557,20,A,A
1558,2024,1558,20,B,A
1559,2024,1559,20,A,A
1560,2024,1560,1,B,A
1561,2024,1561,1,B,A
1562,2024,1562,1,B,A
1563,2024,1563,1,B,A
1564,2024,1564,21,A,A
1565,2024,1565,21,A,A
1566,2024,1566,21,A,A
1567,2024,1567,19,B,A
1568,2024,1568,21,A,A
1569,2024,1569,21,A,A
1570,2024,1570,21,A,A
1571,2024,1571,19,B,A
1572,2024,1572,21,B,A
1573,2024,1573,10,A,A
1574,2024,1574,10,A,A
1575,2024,1575,10,A,A
1576,2024,1576,21,A,A
1577,2024,1577,21,A,A
1578,2024,1578,21,A,A
1579,2024,1579,13,A,A
1580,2024,1580,10,A,A
1581,2024,1581,10,A,A
1582,2024,1582,19,A,A
1583,2024,1583,19,A,A
1584,2024,1584,21,A,A
1585,2024,1585,21,A,A
1586,2024,1586,21,B,A
1587,2024,1587,29,A,A
1588,2024,1588,29,A,A
1589,2024,1589,29,A,A
966,2024,966,20,A,A
514,2024,514,17,A,A
1139,2024,1139,7,A,A
1162,2024,1162,10,A,A
1163,2024,1163,6,B,A
1164,2024,1164,6,B,A
1165,2024,1165,6,B,A
1166,2024,1166,6,C,A
1167,2024,1167,11,A,A
1168,2024,1168,13,A,A
1169,2024,1169,13,C,A
1170,2024,1170,21,A,A
1171,2024,1171,1,A,A
1172,2024,1172,11,A,A
1173,2024,1173,19,B,A
1174,2024,1174,19,A,A
1175,2024,1175,19,B,A
1176,2024,1176,19,A,A
1177,2024,1177,17,A,A
1178,2024,1178,10,A,A
1179,2024,1179,10,A,A
1180,2024,1180,10,A,A
1181,2024,1181,20,A,A
1182,2024,1182,20,B,A
1183,2024,1183,7,A,A
1184,2024,1184,7,A,A
1185,2024,1185,7,A,A
1186,2024,1186,13,B,A
1210,2024,1210,13,B,A
1211,2024,1211,19,A,A
1228,2024,1228,7,A,A
1229,2024,1229,6,A,A
1230,2024,1230,6,C,A
1231,2024,1231,6,A,A
1232,2024,1232,6,B,A
1233,2024,1233,6,C,A
1234,2024,1234,6,B,A
1235,2024,1235,7,A,A
551,2024,551,21,B,A
552,2024,552,20,A,A
553,2024,553,20,B,A
554,2024,554,20,B,A
555,2024,555,20,A,A
556,2024,556,20,A,A
557,2024,557,20,A,A
558,2024,558,21,B,A
559,2024,559,21,B,A
560,2024,560,21,B,A
561,2024,561,20,A,A
562,2024,562,20,B,A
563,2024,563,10,A,A
564,2024,564,20,A,A
565,2024,565,20,B,A
566,2024,566,20,A,A
567,2024,567,20,B,A
568,2024,568,20,A,A
569,2024,569,20,A,A
570,2024,570,20,A,A
571,2024,571,21,A,A
572,2024,572,21,B,A
573,2024,573,21,B,A
574,2024,574,21,B,A
649,2024,649,21,A,A
597,2024,597,1,B,A
598,2024,598,29,A,A
599,2024,599,10,A,A
389,2024,389,7,A,A
390,2024,390,7,A,A
391,2024,391,17,A,A
392,2024,392,17,A,A
393,2024,393,20,B,A
394,2024,394,21,B,A
395,2024,395,6,A,A
396,2024,396,6,B,A
397,2024,397,10,B,A
398,2024,398,1,B,A
399,2024,399,20,B,A
400,2024,400,19,A,A
401,2024,401,29,A,A
402,2024,402,1,B,A
403,2024,403,25,A,A
404,2024,404,20,B,A
405,2024,405,20,B,A
406,2024,406,20,B,A
407,2024,407,7,A,A
408,2024,408,21,B,A
409,2024,409,25,B,A
410,2024,410,10,B,A
411,2024,411,5,A,A
412,2024,412,13,B,A
413,2024,413,19,A,A
414,2024,414,7,A,A
873,2024,873,19,A,A
874,2024,874,6,C,A
875,2024,875,6,C,A
876,2024,876,6,A,A
877,2024,877,6,A,A
878,2024,878,19,B,A
879,2024,879,19,B,A
880,2024,880,19,B,A
881,2024,881,19,A,A
882,2024,882,19,B,A
883,2024,883,21,B,A
884,2024,884,21,A,A
885,2024,885,21,A,A
886,2024,886,25,B,A
887,2024,887,25,A,A
888,2024,888,20,B,A
889,2024,889,20,B,A
890,2024,890,20,A,A
891,2024,891,1,B,A
892,2024,892,11,A,A
893,2024,893,13,B,A
894,2024,894,17,A,A
895,2024,895,17,A,A
896,2024,896,13,A,A
897,2024,897,13,A,A
682,2024,682,19,B,A
683,2024,683,25,A,A
684,2024,684,25,B,A
685,2024,685,1,B,A
686,2024,686,19,A,A
687,2024,687,20,A,A
688,2024,688,1,B,A
689,2024,689,11,A,A
690,2024,690,19,B,A
691,2024,691,7,A,A
692,2024,692,19,B,A
693,2024,693,20,B,A
694,2024,694,1,B,A
695,2024,695,7,A,A
696,2024,696,25,A,A
697,2024,697,25,B,A
698,2024,698,13,B,A
699,2024,699,6,C,A
700,2024,700,6,B,A
672,2024,672,13,A,A
673,2024,673,13,B,A
674,2024,674,1,A,A
675,2024,675,25,B,A
